,Unnamed: 0,Unnamed: 0.1,name,address,type,ranking,price,direccion,comunidad,street,street_2,coordinates
135,135,135,Ogrelo,"Calle Menorca 39 Semiesquina Fernán Gonzalez, 28009 Madrid España",Marisco,#295 de 10.409 restaurantes en Madrid,€€€€,Calle Menorca 39 Semiesquina Fernán Gonzalez , Madrid España,Calle Menorca 39,"Calle Menorca 39, Madrid España","(40.4861919, -3.3438798)"
136,136,136,Casa Dani,"Calle Ayala 28, 28001 Madrid España",Café,#539 de 10.414 restaurantes en Madrid,€,Calle Ayala 28 , Madrid España,Calle Ayala 28,"Calle Ayala 28, Madrid España","(40.42718735, -3.6857741915738558)"
137,0,0,La Tasca Madrid,"Paseo de la Florida 21, 28008 Madrid España",Española,#8.914 de 10.409 restaurantes en Madrid,€,Paseo de la Florida 21 , Madrid España,Paseo de la Florida 21,"Paseo de la Florida 21, Madrid España","(40.4218512, -3.7222083)"
138,1,1,Siracusa Madrid,"Calle del Doctor Fleming 23, 28010 Madrid España",Italiana,#2.578 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del Doctor Fleming 23 , Madrid España,Calle del Doctor Fleming 23,"Calle del Doctor Fleming 23, Madrid España","(40.2125787, -3.5675447)"
139,2,2,Guilty Madrid,"Calle Pelayo 57, 28004 Madrid España",Mediterránea,#1.659 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Pelayo 57 , Madrid España,Calle Pelayo 57,"Calle Pelayo 57, Madrid España","(40.4247724, -3.697031)"
140,3,3,La Sirena Verde,"calle gran via 62, 28013 Madrid España",Americana,#838 de 10.409 restaurantes en Madrid,€€ - €€€,calle gran via 62 , Madrid España,calle gran via 62,"calle gran via 62, Madrid España","(40.4424218, -3.361057)"
141,4,4,Cafe Colon Madrid,"Calle Goya 2 Plaza de Colón, 28001 Madrid España",Internacional,#2.201 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Goya 2 Plaza de Colón , Madrid España,Calle Goya 2,"Calle Goya 2, Madrid España","(40.2086315, -3.5737497)"
142,5,5,La Levantera,"Calle de Goya 113, 28009 Madrid España",Mediterránea,#148 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Goya 113 , Madrid España,Calle de Goya 113,"Calle de Goya 113, Madrid España","(40.4247478, -3.672139)"
143,6,6,Taqueria Mi Ciudad,"Calle Hileras 5 y Fuentes 11, 28013 Madrid España",Mexicana,#1.079 de 10.409 restaurantes en Madrid,€,Calle Hileras 5 y Fuentes 11 , Madrid España,Calle Hileras 5 y Fuentes 11,"Calle Hileras 5 y Fuentes 11, Madrid España","Calle Hileras 5 y Fuentes 11, Madrid España"
144,7,7,"La Tagliatella C/Preciados, Madrid","Calle Preciados 36, 28013 Madrid España",Italiana,#1.616 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Preciados 36 , Madrid España,Calle Preciados 36,"Calle Preciados 36, Madrid España","(40.4197656, -3.7068279)"
145,8,8,Cervecería Cervantes,"Plaza Jesús 7, 28014 Madrid España",Bar,#633 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Jesús 7 , Madrid España,Plaza Jesús 7,"Plaza Jesús 7, Madrid España","Plaza Jesús 7, Madrid España"
146,9,9,Reginella,"Modesto Lafuente, 76, 28003 Madrid España",Italiana,#603 de 10.409 restaurantes en Madrid,€€ - €€€,Modesto Lafuente 76 , Madrid España,Modesto Lafuente 76,"Modesto Lafuente 76, Madrid España","(40.4455435, -3.6956977)"
147,10,10,Las Noches de Moscu,"Calle Marques de Santa Ana 37, 28004 Madrid España",Europea,#930 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Marques de Santa Ana 37 , Madrid España,Calle Marques de Santa Ana 37,"Calle Marques de Santa Ana 37, Madrid España","(40.4249734, -3.7042025)"
148,11,11,Restaurante Samm,"Calle de Carlos Caamaño, 3 LOC, 28016 Madrid España",Mediterránea,#2.071 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Carlos Caamaño 3 LOC , Madrid España,Calle de Carlos Caamaño 3,"Calle de Carlos Caamaño 3, Madrid España","(40.4650984, -3.6698367)"
149,12,12,Kalua Helado Artesanal,"Calle Fuencarral 131 Heladería Kalúa, 28010 Madrid España",Confiterías/panaderías,N.º 6 de 477 cafeterías y teterías en Madrid,€,Calle Fuencarral 131 Heladería Kalúa , Madrid España,Calle Fuencarral 131,"Calle Fuencarral 131, Madrid España","(40.4315634, -3.7036872)"
150,13,13,Restaurante Cadaqués Madrid,"Jorge Juan 35, 28001 Madrid España",Mediterránea,#4.112 de 10.409 restaurantes en Madrid,€€€€,Jorge Juan 35 , Madrid España,Jorge Juan 35,"Jorge Juan 35, Madrid España","(40.4238283, -3.6830463)"
151,14,14,Oven Mozzarella Bar Fuencarral,"C/Fuencarral 74, 28004 Madrid España",Italiana,#63 de 10.409 restaurantes en Madrid,€€ - €€€,C/Fuencarral 74 , Madrid España,C/Fuencarral 74,"CalleFuencarral 74, Madrid España","CalleFuencarral 74, Madrid España"
152,15,15,La Tasqueria de Javi Estévez,"Calle Duque de Sesto, 48, 28009 Madrid España",Mediterránea,#197 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Duque de Sesto 48 , Madrid España,Calle Duque de Sesto 48,"Calle Duque de Sesto 48, Madrid España","(40.4222271, -3.6735107)"
153,16,16,Hattori Hanzo,"Calle Mesonero Romanos, 17, 28004 Madrid España",Japonesa,#2.153 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Mesonero Romanos 17 , Madrid España,Calle Mesonero Romanos 17,"Calle Mesonero Romanos 17, Madrid España","Calle Mesonero Romanos 17, Madrid España"
154,17,17,Bellamia Heladeria,"Calle Perez Galdos 3, 28004 Madrid España",Postres,N.º 11 de 319 postres en Madrid,€,Calle Perez Galdos 3 , Madrid España,Calle Perez Galdos 3,"Calle Perez Galdos 3, Madrid España","(40.4320549, -4.0499801)"
155,18,18,Tacos & Tapas,"Calle Redondilla, 7 Barrio Palacio, 28005 Madrid España",Mexicana,#117 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Redondilla 7 Barrio Palacio , Madrid España,Calle Redondilla 7,"Calle Redondilla 7, Madrid España","(40.4125175, -3.7124848)"
156,19,19,Caluana Madrid,"Calle De La Bolsa 12, 28012 Madrid España",Española,#2.103 de 10.409 restaurantes en Madrid,Italiana,Calle De La Bolsa 12 , Madrid España,Calle De La Bolsa 12,"Calle De La Bolsa 12, Madrid España","(40.4150191, -3.7050703)"
157,20,20,Cherry Pecas,"Paseo de San Francisco de Sales 17, 28003 Madrid España",Mexicana,#32 de 10.409 restaurantes en Madrid,€,Paseo de San Francisco de Sales 17 , Madrid España,Paseo de San Francisco de Sales 17,"Paseo de San Francisco de Sales 17, Madrid España","(40.4409947, -3.7153521)"
158,21,21,Ginger,"Plaza Angel 12, 28012 Madrid España",Mediterránea,#2.678 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Angel 12 , Madrid España,Plaza Angel 12,"Plaza Angel 12, Madrid España","(40.4142521, -3.7021784)"
159,22,22,Casa Gallega,"Calle BORDADORES, 11 Cerca de la Plaza Mayor y la Puerta del Sol, 28013 Madrid España",Marisco,#459 de 10.409 restaurantes en Madrid,€€€€,Calle BORDADORES 11 Cerca de la Plaza Mayor y la Puerta del Sol , Madrid España,Calle Bordadores 11,"Calle Bordadores 11, Madrid España","(40.4170809, -3.7073497)"
160,23,23,Los Torreznos,"Calle Goya 88, 28009 Madrid España",Bar,#1.876 de 10.409 restaurantes en Madrid,€,Calle Goya 88 , Madrid España,Calle Goya 88,"Calle Goya 88, Madrid España","(40.5009435, -3.2552705)"
161,24,24,Restaurante Étimo by Begoña Fraire,"Calle Ayala 27 Barrio Salamanca, 28001 Madrid España",Mediterránea,#113 de 10.409 restaurantes en Madrid,€€€€,Calle Ayala 27 Barrio Salamanca , Madrid España,Calle Ayala 27,"Calle Ayala 27, Madrid España","(40.4278334, -3.6846048)"
162,25,25,The Hat Rooftop Madrid,"Calle Imperial 9, 28012 Madrid España",Bar,#623 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Imperial 9 , Madrid España,Calle Imperial 9,"Calle Imperial 9, Madrid España","(40.4145221, -3.7069829)"
163,26,26,Casa Paco,"Calle Altamirano 38, 28008 Madrid España",Mediterránea,#446 de 10.409 restaurantes en Madrid,€,Calle Altamirano 38 , Madrid España,Calle Altamirano 38,"Calle Altamirano 38, Madrid España","(40.4304399, -3.7202376)"
164,27,27,El Jardin de La Maquina,"Avenida Victoria s/n, 28023 Madrid España",Mediterránea,#4.453 de 10.409 restaurantes en Madrid,€€ - €€€,Avenida Victoria s/n , Madrid España,Avenida Victoria,"Avenida Victoria, Madrid España","(40.4683105, -3.8191588)"
165,28,28,Calicanto Madrid,"Calle Argensola 15, 28004 Madrid España",Mediterránea,#988 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Argensola 15 , Madrid España,Calle Argensola 15,"Calle Argensola 15, Madrid España","(40.425659, -3.6947144)"
166,29,29,LA COLONIAL DE HUERTAS,"HUERTAS, 66, 28014 Madrid España",Caribeña,#536 de 10.409 restaurantes en Madrid,€€ - €€€,HUERTAS 66 , Madrid España,Calle Huertas 66,"Calle Huertas 66, Madrid España","(40.9189302, -3.8426781)"
167,30,30,AskuaBarra,"Calle Arlaban 7, 28014 Madrid España",Mediterránea,#350 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Arlaban 7 , Madrid España,Calle Arlaban 7,"Calle Arlaban 7, Madrid España","(40.417079, -3.6987918)"
168,31,31,Asador Cristobal,"Calle Pinos Alta 23, 28029 Madrid España",Restaurante de carne,#606 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Pinos Alta 23 , Madrid España,Calle Pinos Alta 23,"Calle Pinos Alta 23, Madrid España","(40.4661064, -3.6962247)"
169,32,32,Tinto y Tapas San Pedro,"Calle San Pedro 22 N° 22, 28014 Madrid España",Mediterránea,#184 de 10.409 restaurantes en Madrid,€,Calle San Pedro 22 N° 22 , Madrid España,Calle San Pedro 22,"Calle San Pedro 22, Madrid España","(40.4113384, -3.6949171)"
170,33,33,La Piperna,"C/ Infanta Mercedes, 98, 28020 Madrid España",Italiana,#322 de 10.409 restaurantes en Madrid,€€ - €€€,C/ Infanta Mercedes 98 , Madrid España,C/ Infanta Mercedes 98,"CalleInfanta Mercedes 98, Madrid España","CalleInfanta Mercedes 98, Madrid España"
171,34,34,Taqueria La Lupita,"Calle Villanueva 15, 28001 Madrid España",Mexicana,#909 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Villanueva 15 , Madrid España,Calle Villanueva 15,"Calle Villanueva 15, Madrid España","(40.5457695, -3.6246944)"
172,35,35,Poncelet Cheese Bar,"Calle Jose Abascal 61, 28003 Madrid España",Francesa,#597 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Jose Abascal 61 , Madrid España,Calle Jose Abascal 61,"Calle Jose Abascal 61, Madrid España","(40.4382325, -3.6922518)"
173,36,36,Pizza 3Cruces,"Calle de la Salud 13 Gran Vía, frente al Teatro Príncipe Gran Vía, 28013 Madrid España",Italiana,#51 de 10.409 restaurantes en Madrid,€,Calle de la Salud 13 Gran Vía frente al Teatro Príncipe Gran Vía , Madrid España,Calle de la Salud 13,"Calle de la Salud 13, Madrid España","(40.4192502, -3.703419)"
174,37,37,La Potente Madrid,"Plaza del humilladero esquina Cava Baja, Madrid España",Española,#10.335 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza del humilladero esquina Cava Baja Madrid España,"Plaza del humilladero esquina Cava Baja, Madrid España",Plaza del humilladero,"Plaza del humilladero,Plaza del humilladero esquina Cava Baja, Madrid España","Plaza del humilladero,Plaza del humilladero esquina Cava Baja, Madrid España"
175,38,38,La Tasquita de Enfrente,"Calle Ballesta 6, 28004 Madrid España",Mediterránea,#1.932 de 10.409 restaurantes en Madrid,€€€€,Calle Ballesta 6 , Madrid España,Calle Ballesta 6,"Calle Ballesta 6, Madrid España","(40.421321, -3.7035291)"
176,39,39,Café Bar Delic Madrid,"Costanilla San Andres 14, 28005 Madrid España",Postres,N.º 72 de 477 cafeterías y teterías en Madrid,€€ - €€€,Costanilla San Andres 14 , Madrid España,Costanilla San Andres 14,"Costanilla San Andres 14, Madrid España","(40.41258, -3.7118425)"
177,40,40,Bacira,"Calle del Castillo 16, 28010 Madrid España",Japonesa,#301 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del Castillo 16 , Madrid España,Calle del Castillo 16,"Calle del Castillo 16, Madrid España","(40.4337811, -3.6989949)"
178,41,41,Taberna La Gaditana,"Calle Lombia 6, 28009 Madrid España",Mediterránea,#460 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Lombia 6 , Madrid España,Calle Lombia 6,"Calle Lombia 6, Madrid España","(40.4257725, -3.6725156)"
179,42,42,Tandoori Madrid,"Plaza de Cascorro, 3, 28005 Madrid España",India,#5.464 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza de Cascorro 3 , Madrid España,Plaza de Cascorro 3,"Plaza de Cascorro 3, Madrid España","(40.4109626, -3.7071023)"
180,43,43,La Raquetista,"Calle Doctor Castelo 19, 28009 Madrid España",Española,#478 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Doctor Castelo 19 , Madrid España,Calle Doctor Castelo 19,"Calle Doctor Castelo 19, Madrid España","(40.1942072, -3.6769121)"
181,44,44,Taberna la Concha,"Calle Cava Baja 7, 28005 Madrid España",Mediterránea,#217 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Cava Baja 7 , Madrid España,Calle Cava Baja 7,"Calle Cava Baja 7, Madrid España","Calle Cava Baja 7, Madrid España"
182,45,45,As de Bastos Madrid,"Calle Castilla, 62, 28039 Madrid España",Mediterránea,#1.485 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Castilla 62 , Madrid España,Calle Castilla 62,"Calle Castilla 62, Madrid España","(40.5962664, -4.2574822)"
183,46,46,Tapa Tapa,"Calle Montera 47, 28013 Madrid España",Española,#1.839 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Montera 47 , Madrid España,Calle Montera 47,"Calle Montera 47, Madrid España","(40.4197789, -3.7019599)"
184,47,47,Taberna del Capitán Alatriste,"Calle Grafal, 7 (Junto a Cava Baja), 28005 Madrid España",Mediterránea,#462 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Grafal 7 (Junto a Cava Baja) , Madrid España,Calle Grafal 7,"Calle Grafal 7, Madrid España","(40.4128937, -3.7083362)"
185,48,48,Leña Madrid,"Paseo De La Castella, 57 Hotel Hyatt Regency Hesperia, 28046 Madrid España",Restaurante de carne,#3.137 de 10.409 restaurantes en Madrid,€€€€,Paseo De La Castella 57 Hotel Hyatt Regency Hesperia , Madrid España,Paseo De La Castella 57,"Paseo De La Castella 57, Madrid España","Paseo De La Castella 57, Madrid España"
186,49,49,Eccolo Gelato Madrid,"Calle de la Cruz 25, 28012 Madrid España",Postres,N.º 34 de 319 postres en Madrid,€,Calle de la Cruz 25 , Madrid España,Calle de la Cruz 25,"Calle de la Cruz 25, Madrid España","(40.4152388, -3.7021425)"
187,50,50,Star Studio Madrid,"Plaza de Carmen 3, 28013 Madrid España",,,,Plaza de Carmen 3 , Madrid España,Plaza de Carmen 3,"Plaza de Carmen 3, Madrid España","(40.4737317, -3.6267387)"
188,0,0,Kebab House,"Calle Melendez Valdes 67, 28015 Madrid España",Comida rápida,#2.319 de 10.409 restaurantes en Madrid,€,Calle Melendez Valdes 67 , Madrid España,Calle Melendez Valdes 67,"Calle Melendez Valdes 67, Madrid España","Calle Melendez Valdes 67, Madrid España"
189,1,1,Fismuler,"Calle Sagasta 29 Esquina con Covarrubias, 28004 Madrid España",Alemana,#735 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Sagasta 29 Esquina con Covarrubias , Madrid España,Calle Sagasta 29,"Calle Sagasta 29, Madrid España","(40.3216537, -3.7804116)"
190,2,2,Kappo,"Breton De Los Herreros, 54, 28003 Madrid España",Japonesa,#784 de 10.409 restaurantes en Madrid,€€€€,Breton De Los Herreros 54 , Madrid España,Breton De Los Herreros 54,"Breton De Los Herreros 54, Madrid España","Breton De Los Herreros 54, Madrid España"
191,3,3,Tatema Madrid,"Calle Argumosa 11, 28012 Madrid España",Saludable,#2.279 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Argumosa 11 , Madrid España,Calle Argumosa 11,"Calle Argumosa 11, Madrid España","(40.4089551, -3.6996903)"
192,4,4,Camino,"Calle Gutiérrez Solana, 6, 28036 Madrid España",Europea,#1.137 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Gutiérrez Solana 6 , Madrid España,Calle Gutiérrez Solana 6,"Calle Gutiérrez Solana 6, Madrid España","Calle Gutiérrez Solana 6, Madrid España"
193,5,5,la negra tomasa,"Calle Cadiz, 9, 28012 Madrid España",Caribeña,#911 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Cadiz 9 , Madrid España,Calle Cadiz 9,"Calle Cadiz 9, Madrid España","(40.3145438, -3.7217671)"
194,6,6,Restaurante Ana la Santa,"Plaza Santa Ana 14, 28012 Madrid España",Mediterránea,#1.401 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Santa Ana 14 , Madrid España,Plaza Santa Ana 14,"Plaza Santa Ana 14, Madrid España","(40.4165907, -3.700566)"
195,7,7,El Arco Pinoy,"Calle de Las Huertas, 7, 28012 Madrid España",Filipina,#362 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Las Huertas 7 , Madrid España,Calle de Las Huertas 7,"Calle de Las Huertas 7, Madrid España","(40.4141059, -3.7009441)"
196,8,8,Casa Pepe,"Calle Celanova 19, 28029 Madrid España",Bar,#2.224 de 10.409 restaurantes en Madrid,€,Calle Celanova 19 , Madrid España,Calle Celanova 19,"Calle Celanova 19, Madrid España","(40.472129800000005, -3.713072671224275)"
197,9,9,Luzi Bombon,"Paseo Castellana 35, 28046 Madrid España",Mediterránea,#1.178 de 10.409 restaurantes en Madrid,€€€€,Paseo Castellana 35 , Madrid España,Paseo Castellana 35,"Paseo Castellana 35, Madrid España","(40.43367035, -3.6893086756956883)"
198,10,10,Restaurante Terraza Puertalsol,"Plaza de la Puerta del Sol, 10 5ª planta edificio deportes El Corte Inglés, 28013 Madrid España",Española,#9.097 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza de la Puerta del Sol 10 5ª planta edificio deportes El Corte Inglés , Madrid España,Plaza de la Puerta del Sol 10,"Plaza de la Puerta del Sol 10, Madrid España","(40.4170233, -3.7042768)"
199,11,11,Restaurante El Senador,"Plaza Marina Espanola 2, 28013 Madrid España",Mediterránea,#772 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Marina Espanola 2 , Madrid España,Plaza Marina Espanola 2,"Plaza Marina Espanola 2, Madrid España","Plaza Marina Espanola 2, Madrid España"
200,12,12,Quinqué Madrid Restaurante,"Calle Apolonio Morales 3, 28036 Madrid España",Mediterránea,#749 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Apolonio Morales 3 , Madrid España,Calle Apolonio Morales 3,"Calle Apolonio Morales 3, Madrid España","(40.4635269, -3.6843772)"
201,13,13,Soi Noodle Madrid,"Calle Modesto Lafuente 88, 28003 Madrid España",Japonesa,#3.829 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Modesto Lafuente 88 , Madrid España,Calle Modesto Lafuente 88,"Calle Modesto Lafuente 88, Madrid España","(40.4399542, -3.6960032)"
202,14,14,Restaurante Noi,"Calle Recoletos 6, 28001 Madrid España",Italiana,#147 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Recoletos 6 , Madrid España,Calle Recoletos 6,"Calle Recoletos 6, Madrid España","(40.4220139, -3.6906004)"
203,15,15,La Rollerie- Calle Mayor,"Calle Mayor, 24 Estacion Vodafone SOL, 28013 Madrid España",Americana,#369 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Mayor 24 Estacion Vodafone SOL , Madrid España,Calle Mayor 24,"Calle Mayor 24, Madrid España","(40.4163195, -3.7071657)"
204,16,16,Pizzeria El Trebol,"Calle de la Cruz 3, 28012 Next to Plaza Canalejas, Puerta del Sol, 28012 Madrid España",Pizza,#282 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de la Cruz 3 , Madrid España,Calle de la Cruz 3,"Calle de la Cruz 3, Madrid España","(40.4162675, -3.7007126)"
205,17,17,"La Tagliatella C/Juan Bravo, Madrid","Calle de Juan Bravo 35, 28006 Madrid España",Italiana,#2.872 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Juan Bravo 35 , Madrid España,Calle de Juan Bravo 35,"Calle de Juan Bravo 35, Madrid España","(40.4323497, -3.6729231)"
206,18,18,Rioja Nos Madrid,"Calle de toledo 122, 28005 Madrid España",Mediterránea,#1.342 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de toledo 122 , Madrid España,Calle de toledo 122,"Calle de toledo 122, Madrid España","(40.40585955, -3.7125796330508454)"
207,19,19,Sciantusi Madrid,"Calle Navas de Tolosa 9, 28013 Madrid España",Italiana,#345 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Navas de Tolosa 9 , Madrid España,Calle Navas de Tolosa 9,"Calle Navas de Tolosa 9, Madrid España","(40.5509664, -4.1022523)"
208,20,20,Maruzzella,"Raimundo Fernandez Villaverde, 28, 28003 Madrid España",Italiana,#83 de 10.409 restaurantes en Madrid,€€ - €€€,Raimundo Fernandez Villaverde 28 , Madrid España,Raimundo Fernandez Villaverde 28,"Raimundo Fernandez Villaverde 28, Madrid España","(40.4462942, -3.6933335)"
209,21,21,Cafeeke Cervezas & Tapas de Bélgica,"Calle Cuchilleros 3, 28005 Madrid España",Belga,#2.842 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Cuchilleros 3 , Madrid España,Calle Cuchilleros 3,"Calle Cuchilleros 3, Madrid España","(40.4139787, -3.708157)"
210,22,22,El Oso y El Madrono,"Calle Bolsa 4, 28013 Madrid España",Española,#1.813 de 10.409 restaurantes en Madrid,€,Calle Bolsa 4 , Madrid España,Calle Bolsa 4,"Calle Bolsa 4, Madrid España","(40.4147897, -3.704081)"
211,23,23,Me gustas MXO,"Calle de la Villa 3, 28005 Madrid España",Mexicana,#158 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de la Villa 3 , Madrid España,Calle de la Villa 3,"Calle de la Villa 3, Madrid España","(40.9953329, -3.6352362)"
212,24,24,El Pimiento Verde,"Calle Castello, 18 Nº 18, 28001 Madrid España",Mediterránea,#571 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Castello 18 Nº 18 , Madrid España,Calle Castello 18,"Calle Castello 18, Madrid España","(40.4239461, -3.6814988)"
213,25,25,Carmencita Bar,"San Vicente Ferrer 51, 28015 Madrid España",Americana,#512 de 10.409 restaurantes en Madrid,€€ - €€€,San Vicente Ferrer 51 , Madrid España,Calle Calle Calle Calle Calle Calle Calle Calle San Vicente Ferrer 51,"Calle Calle Calle Calle Calle Calle Calle Calle San Vicente Ferrer 51, Madrid España","Calle Calle Calle Calle Calle Calle Calle Calle San Vicente Ferrer 51, Madrid España"
214,26,26,Amicis,"Plaza del Conde de Miranda 4, 28005 Madrid España",Española,#208 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza del Conde de Miranda 4 , Madrid España,Plaza del Conde de Miranda 4,"Plaza del Conde de Miranda 4, Madrid España","(40.4149688, -3.7093521)"
215,27,27,Five Guys,"Calle Gran Via 44, 28013 Madrid España",Tentempiés,N.º 41 de 125 bares de comida rápida en Madrid,€€ - €€€,Calle Gran Via 44 , Madrid España,Calle Gran Via 44,"Calle Gran Via 44, Madrid España","(40.4710152, -3.871526)"
216,28,28,Arzabal Retiro,"Menéndez Pelayo 13, 28009 Madrid España",Mediterránea,#3.317 de 10.409 restaurantes en Madrid,€€ - €€€,Menéndez Pelayo 13 , Madrid España,Calle Calle Calle Calle Calle Calle Calle Calle Menéndez Pelayo 13,"Calle Calle Calle Calle Calle Calle Calle Calle Menéndez Pelayo 13, Madrid España","Calle Calle Calle Calle Calle Calle Calle Calle Menéndez Pelayo 13, Madrid España"
217,29,29,Taberna los Gallos,"Calle Puigcerda 4 Callejon, 28001 Madrid España",Internacional,#1.788 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Puigcerda 4 Callejon , Madrid España,Calle Puigcerda 4,"Calle Puigcerda 4, Madrid España","(40.4238727, -3.6863008)"
218,30,30,Mesón Molinero,"Calle Alhambra 72, 28047 Madrid España",Restaurante de carne,#124 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Alhambra 72 , Madrid España,Calle Alhambra 72,"Calle Alhambra 72, Madrid España","(40.3186255, -3.71176)"
219,31,31,Pepita Pulgarcita madrid,"Plaza Manuel Becerra 17 Pza Manuel Becerra 17, 28028 Madrid España",Marisco,#4.730 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Manuel Becerra 17 Pza Manuel Becerra 17 , Madrid España,Plaza Manuel Becerra 17 Pza Manuel Becerra 17,"Plaza Manuel Becerra 17 Pza Manuel Becerra 17, Madrid España","Plaza Manuel Becerra 17 Pza Manuel Becerra 17, Madrid España"
220,32,32,The Avocado Show Madrid,"Calle Colmenares 13, 28004 Madrid España",Café,#4.961 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Colmenares 13 , Madrid España,Calle Colmenares 13,"Calle Colmenares 13, Madrid España","(40.421035, -3.6967944)"
221,33,33,Asador de Aranda,"Calle Preciados, 44, 28013 Madrid España",Restaurante de carne,#666 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Preciados 44 , Madrid España,Calle Preciados 44,"Calle Preciados 44, Madrid España","(40.4198525, -3.7074993)"
222,34,34,DeAtún Ponzano,"Calle Ponzano 59, 28003 Madrid España",Mediterránea,#533 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Ponzano 59 , Madrid España,Calle Ponzano 59,"Calle Ponzano 59, Madrid España","(40.4422874, -3.6990159)"
223,35,35,Esteban,"Calle Cava Baja 36 Cava Baja 36, 28005 Madrid España",Mediterránea,#375 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Cava Baja 36 Cava Baja 36 , Madrid España,Calle Cava Baja 36 Cava Baja 36,"Calle Cava Baja 36 Cava Baja 36, Madrid España","Calle Cava Baja 36 Cava Baja 36, Madrid España"
224,36,36,Sushita Cafe,"Calle Alberto Aguilera 52, 28015 Madrid España",Japonesa,#683 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Alberto Aguilera 52 , Madrid España,Calle Alberto Aguilera 52,"Calle Alberto Aguilera 52, Madrid España","Calle Alberto Aguilera 52, Madrid España"
225,37,37,Lamucca de Almagro,"Calle Almagro 3, 28010 Madrid España",Internacional,#685 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Almagro 3 , Madrid España,Calle Almagro 3,"Calle Almagro 3, Madrid España","(40.6600519, -4.0542704)"
226,38,38,La Taberna de Mister Pinkleton,"Calle Cuchilleros 7, 28005 Madrid España",Bar,#139 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Cuchilleros 7 , Madrid España,Calle Cuchilleros 7,"Calle Cuchilleros 7, Madrid España","(40.4145408, -3.7079542)"
227,39,39,La Espumosa Terraza MADRID,"Calle de Santa Engracia 60 Entrada Glorieta del Pintor Sorolla, 28010 Madrid España",Bar,#3.064 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Santa Engracia 60 Entrada Glorieta del Pintor Sorolla , Madrid España,Calle de Santa Engracia 60,"Calle de Santa Engracia 60, Madrid España","(40.4353703, -3.6987443)"
228,40,40,El Rincon de Madrid,"Calle Coloreros 4, 28013 Madrid España",Europea,#3.308 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Coloreros 4 , Madrid España,Calle Coloreros 4,"Calle Coloreros 4, Madrid España","(40.4166338, -3.7069412)"
