,Unnamed: 0,Unnamed: 0.1,name,address,type,ranking,price,direccion,comunidad,street,street_2,coordinates
447,76,76,El cisne azul,"Calle Gravina 19, 28004 Madrid España",Mediterránea,#1.235 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Gravina 19 , Madrid España,Calle Gravina 19,"Calle Gravina 19, Madrid España","(40.4227347, -3.696636)"
448,77,77,Pizzeria Fratelli Figurato,"Calle de Alonso Cano, 37, 28003 Madrid España",Italiana,#1.245 de 10.409 restaurantes en Madrid,€,Calle de Alonso Cano 37 , Madrid España,Calle de Alonso Cano 37,"Calle de Alonso Cano 37, Madrid España","(40.4390092, -3.697871)"
449,78,78,El Gran Barril,"Calle Goya 107, 28009 Madrid España",Marisco,#2.003 de 10.409 restaurantes en Madrid,€€€€,Calle Goya 107 , Madrid España,Calle Goya 107,"Calle Goya 107, Madrid España","(40.5893669, -4.2657008)"
450,79,79,Can Punyetes,"Calle San Agustin, 9, 28014 Madrid España",Mediterránea,#6.410 de 10.409 restaurantes en Madrid,€€ - €€€,Calle San Agustin 9 , Madrid España,Calle San Agustin 9,"Calle San Agustin 9, Madrid España","(40.3555688, -3.7777278)"
451,80,80,Los Espetinhos,"Calle San Bernardo 85, 28015 Madrid España",Restaurante de carne,#384 de 10.409 restaurantes en Madrid,€€ - €€€,Calle San Bernardo 85 , Madrid España,Calle San Bernardo 85,"Calle San Bernardo 85, Madrid España","(40.4829687, -3.3693968)"
452,81,81,Ramses LaTerraza,"Plaza de la Independencia, 4 Terrace, 28001 Madrid España",Internacional,#2.879 de 10.409 restaurantes en Madrid,€€€€,Plaza de la Independencia 4 Terrace , Madrid España,Plaza de la Independencia 4,"Plaza de la Independencia 4, Madrid España","(40.4206959, -3.6889616)"
453,82,82,Piantao,"Paseo la Chopera, 69, 28045 Madrid España",Restaurante de carne,#832 de 10.409 restaurantes en Madrid,€€€€,Paseo la Chopera 69 , Madrid España,Paseo la Chopera 69,"Paseo la Chopera 69, Madrid España","(40.394885, -3.7009705186583712)"
454,83,83,Gumbo,"Calle Pez, 15, 28004 Madrid España",Americana,#998 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Pez 15 , Madrid España,Calle Pez 15,"Calle Pez 15, Madrid España","(40.5678635, -4.261314)"
455,84,84,Charlie Champagne,"Calle Segovia 17, 28005 Madrid España",Mediterránea,#1.716 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Segovia 17 , Madrid España,Calle Segovia 17,"Calle Segovia 17, Madrid España","(40.431929499999995, -3.5325249362253066)"
456,85,85,Casa González,"Calle del León 12, 28014 Madrid España",Española,#366 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del León 12 , Madrid España,Calle del León 12,"Calle del León 12, Madrid España","(40.4139983, -3.6989107)"
457,86,86,Pasta Mito,"Calle Bolivia 9 Mercado de Chamartin, 28016 Madrid España",Italiana,#305 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Bolivia 9 Mercado de Chamartin , Madrid España,Calle Bolivia 9,"Calle Bolivia 9, Madrid España","(40.344871850000004, -3.7811297488456073)"
458,87,87,Salón des Fleurs,"Calle Guzman El Bueno 106, 28003 Madrid España",Postres,N.º 38 de 477 cafeterías y teterías en Madrid,€€ - €€€,Calle Guzman El Bueno 106 , Madrid España,Calle Guzman El Bueno 106,"Calle Guzman El Bueno 106, Madrid España","(40.5695722, -4.2670504)"
459,88,88,BIZZO! Moncloa,"Calle Andrés Mellado 77, 28003 Madrid España",Italiana,#457 de 10.409 restaurantes en Madrid,€,Calle Andrés Mellado 77 , Madrid España,Calle Andrés Mellado 77,"Calle Andrés Mellado 77, Madrid España","Calle Andrés Mellado 77, Madrid España"
460,89,89,19 Sushi Bar,"Calle Salud 19, 28013 Madrid España",Japonesa,#1.176 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Salud 19 , Madrid España,Calle Salud 19,"Calle Salud 19, Madrid España","(40.5598439, -4.2426983)"
461,90,90,Il Pastaio,"Calle Rios Rosas 49, 28003 Madrid España",Italiana,#1.029 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Rios Rosas 49 , Madrid España,Calle Rios Rosas 49,"Calle Rios Rosas 49, Madrid España","Calle Rios Rosas 49, Madrid España"
462,91,91,Ninja Ramen Restaurante,"Calle Barceló 1, 28004 Madrid España",Japonesa,#1.083 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Barceló 1 , Madrid España,Calle Barceló 1,"Calle Barceló 1, Madrid España","(40.4264788, -3.70103)"
463,92,92,Casino Militar de Madrid,"Calle Gran Via 13, 28013 Madrid España",Española,#5.324 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Gran Via 13 , Madrid España,Calle Gran Via 13,"Calle Gran Via 13, Madrid España","(40.4424218, -3.361057)"
464,93,93,Ella Sky Bar Madrid,"Gran Vía 42 Planta 10, 28013 Madrid España",Mediterránea,#3.448 de 10.409 restaurantes en Madrid,€€ - €€€,Gran Vía 42 Planta 10 , Madrid España,Gran Vía 42 Planta 10,"Gran Vía 42 Planta 10, Madrid España","Gran Vía 42 Planta 10, Madrid España"
465,94,94,Kupela,"Calle Marques de Cubas 8, 28014 Madrid España",Restaurante de carne,#1.707 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Marques de Cubas 8 , Madrid España,Calle Marques de Cubas 8,"Calle Marques de Cubas 8, Madrid España","(40.3726506, -3.4808989)"
466,95,95,Kuraya,"Plaza Herradores 7, 28013 Madrid España",Japonesa,#1.225 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Herradores 7 , Madrid España,Plaza Herradores 7,"Plaza Herradores 7, Madrid España","Plaza Herradores 7, Madrid España"
467,96,96,La Casa de las Torrijas,"C/de la Paz 4, 28012 Madrid España",Española,#1.250 de 10.409 restaurantes en Madrid,€,C/de la Paz 4 , Madrid España,C/de la Paz 4,"Callede la Paz 4, Madrid España","Callede la Paz 4, Madrid España"
468,97,97,Horchatería Alboraya,"Alcalá 125 Av Felipe II, 26, 28009 Madrid España",Postres,N.º 49 de 319 postres en Madrid,€,Alcalá 125 Av Felipe II 26 , Madrid España,Alcalá 125 Av Felipe II 26,"Alcalá 125 Av Felipe II 26, Madrid España","Alcalá 125 Av Felipe II 26, Madrid España"
469,98,98,Real Talent Café,"Calle de la Union 1, 28013 Madrid España",Mediterránea,#60 de 10.409 restaurantes en Madrid,€,Calle de la Union 1 , Madrid España,Calle de la Union 1,"Calle de la Union 1, Madrid España","(40.416815, -3.7103249)"
470,99,99,"La Tagliatella Paseo de la Castellana, Madrid","Paseo de la Castellana, 257, 28029 Madrid España",Italiana,#3.808 de 10.409 restaurantes en Madrid,€€ - €€€,Paseo de la Castellana 257 , Madrid España,Paseo de la Castellana 257,"Paseo de la Castellana 257, Madrid España","(40.4746778, -3.6876214)"
471,0,0,Taberna del Quinto Vino,"Calle Hernani 48, 28020 Madrid España",Mediterránea,#2.375 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Hernani 48 , Madrid España,Calle Hernani 48,"Calle Hernani 48, Madrid España","(40.4480569, -3.6990307)"
472,1,1,Dogma,"Avenida de Alberto Alcocer 43, 28016 Madrid España",Restaurante de carne,#187 de 10.409 restaurantes en Madrid,€€€€,Avenida de Alberto Alcocer 43 , Madrid España,Avenida de Alberto Alcocer 43,"Avenida de Alberto Alcocer 43, Madrid España","(40.4588175, -3.6803366)"
473,2,2,La Nicoletta Castellana,"Paseo de la Castellana 4, 28001 Madrid España",Italiana,#4.004 de 10.409 restaurantes en Madrid,€€ - €€€,Paseo de la Castellana 4 , Madrid España,Paseo de la Castellana 4,"Paseo de la Castellana 4, Madrid España","(40.4269232, -3.6894651)"
474,3,3,Bodegas Casas,"Avenida Ciudad de Barcelona 23 Menendez Pelayo, 28007 Madrid España",Bar,#2.078 de 10.409 restaurantes en Madrid,€,Avenida Ciudad de Barcelona 23 Menendez Pelayo , Madrid España,Avenida Ciudad de Barcelona 23,"Avenida Ciudad de Barcelona 23, Madrid España","Avenida Ciudad de Barcelona 23, Madrid España"
475,4,4,Bico de Xeado,"Calle de Luchana 3 Al lado de la Glorieta de Bilbao, 28010 Madrid España",Postres,N.º 64 de 319 postres en Madrid,€,Calle de Luchana 3 Al lado de la Glorieta de Bilbao , Madrid España,Calle de Luchana 3,"Calle de Luchana 3, Madrid España","(40.4324487, -3.6977475)"
476,5,5,Taberna O Curruncho,"Calle de Fomento 10, 28013 Madrid España",Española,#1.062 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Fomento 10 , Madrid España,Calle de Fomento 10,"Calle de Fomento 10, Madrid España","(40.4209319, -3.7102964)"
477,6,6,Diaz y Larrouy,"Calle Cava Baja 6, 28005 Madrid España",Mediterránea,#795 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Cava Baja 6 , Madrid España,Calle Cava Baja 6,"Calle Cava Baja 6, Madrid España","Calle Cava Baja 6, Madrid España"
478,7,7,QUIMBAYA by Edwin Rodríguez,"Calle Zurbano, 63, 28010 Madrid España",Latina,#892 de 10.409 restaurantes en Madrid,€€€€,Calle Zurbano 63 , Madrid España,Calle Zurbano 63,"Calle Zurbano 63, Madrid España","(40.4411981, -3.6925295)"
479,8,8,Fratelli d'italia Lavapiés,"Plaza Lavapiés 1, 28012 Madrid España",Italiana,#936 de 10.409 restaurantes en Madrid,€,Plaza Lavapiés 1 , Madrid España,Plaza Lavapiés 1,"Plaza Lavapiés 1, Madrid España","(40.4108038, -3.7076273)"
480,9,9,Tequeños Que Molan,"Calle de las infantas, 30, 28004 Madrid España",Latina,#2.796 de 10.409 restaurantes en Madrid,€,Calle de las infantas 30 , Madrid España,Calle de las infantas 30,"Calle de las infantas 30, Madrid España","(40.4203176, -3.6985479)"
481,10,10,La Cruzada,"Calle Amnistía, 8 Metro Ópera, 28013 Madrid España",Mediterránea,#732 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Amnistía 8 Metro Ópera , Madrid España,Calle Amnistía 8,"Calle Amnistía 8, Madrid España","(40.4172676, -3.7104333)"
482,11,11,Makkila Fernando VI,"Calle de Fernando VI 2, 28004 Madrid España",Mediterránea,#1.496 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Fernando VI 2 , Madrid España,Calle de Fernando VI 2,"Calle de Fernando VI 2, Madrid España","(40.4257114, -3.6969584)"
483,12,12,Mikado,"Calle del Pintor Juan Gris, 4, 28020 Madrid España",Japonesa,#976 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del Pintor Juan Gris 4 , Madrid España,Calle del Pintor Juan Gris 4,"Calle del Pintor Juan Gris 4, Madrid España","(40.4577615, -3.6917335)"
484,13,13,La Penela Restaurante Gallego. Velázquez,"Calle Velázquez 96, 28006 Madrid España",Española,#2.339 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Velázquez 96 , Madrid España,Calle Velázquez 96,"Calle Velázquez 96, Madrid España","(40.4888411, -3.3620986)"
485,14,14,La Mafia se sienta a la mesa,"Calle Goya, 5 Plaza Colon, 28001 Madrid España",Italiana,#773 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Goya 5 Plaza Colon , Madrid España,Calle Goya 5,"Calle Goya 5, Madrid España","(40.62924855, -4.012758066785067)"
486,15,15,La Copita Asturiana,"Calle Tabernillas 13, 28005 Madrid España",Española,#955 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Tabernillas 13 , Madrid España,Calle Tabernillas 13,"Calle Tabernillas 13, Madrid España","(40.4108014, -3.7113686)"
487,16,16,Plaza Mayor,"Calle Gerona 4 Proche Plaza Mayor, 28012 Madrid España",Española,#721 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Gerona 4 Proche Plaza Mayor , Madrid España,Calle Gerona 4,"Calle Gerona 4, Madrid España","(40.4860702, -3.3390054)"
488,17,17,Restaurante Konnichiwa,"Calle Fuencarral 98, 28004 Madrid España",Japonesa,#716 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Fuencarral 98 , Madrid España,Calle Fuencarral 98,"Calle Fuencarral 98, Madrid España","(40.4278285, -3.7018029)"
489,18,18,Green Tea Sushi & Cocktail - Hotel the Westin Palace,"Plaza Cortes 7, 28014 Madrid España",Japonesa,#900 de 10.409 restaurantes en Madrid,€€€€,Plaza Cortes 7 , Madrid España,Plaza Cortes 7,"Plaza Cortes 7, Madrid España","Plaza Cortes 7, Madrid España"
490,19,19,Il Cratere del Gusto,"Calle del Marques de Urquijo, 27, 28008 Madrid España",Italiana,#992 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del Marques de Urquijo 27 , Madrid España,Calle del Marques de Urquijo 27,"Calle del Marques de Urquijo 27, Madrid España","(40.4295356, -3.7191571)"
491,20,20,Viandas de Salamanca,"Calle Montera, 3 Junto a Puerta del Sol, 28013 Madrid España",Comida rápida,#455 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Montera 3 Junto a Puerta del Sol , Madrid España,Calle Montera 3,"Calle Montera 3, Madrid España","(40.4173435, -3.7030839)"
492,21,21,Sensaciones,"Calle de la Salud 3 Restaurante by Hotel Liabeny, 28013 Madrid España",Europea,#995 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de la Salud 3 Restaurante by Hotel Liabeny , Madrid España,Calle de la Salud 3,"Calle de la Salud 3, Madrid España","(40.4187423, -3.7039628)"
493,22,22,Regañadientes,"Calle del Almte., 14 Es el número 24, no el 14, 28004 Madrid España",Mexicana,#1.552 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del Almte. 14 Es el número 24 no el 14 , Madrid España,Calle del Almirante 14,"Calle del Almirante 14, Madrid España","(40.4224986, -3.694144)"
494,23,23,Llantén Veggie Bar,"Calle Cardenal Cisneros 40, 28010 Madrid España",Internacional,#1.384 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Cardenal Cisneros 40 , Madrid España,Calle Cardenal Cisneros 40,"Calle Cardenal Cisneros 40, Madrid España","(40.4321377, -3.7021397)"
495,24,24,"Panem Panaderia Artesana,s.l.","Calle Fernan Gonzalez 46, 28009 Madrid España",Confiterías/panaderías,N.º 20 de 152 panaderías en Madrid,€€ - €€€,Calle Fernan Gonzalez 46 , Madrid España,Calle Fernan Gonzalez 46,"Calle Fernan Gonzalez 46, Madrid España","(40.4253847, -3.6740676)"
496,25,25,Ganz Wine Bar,"Calle Almaden 9, 28014 Madrid España",Mediterránea,#368 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Almaden 9 , Madrid España,Calle Almaden 9,"Calle Almaden 9, Madrid España","(40.411202450000005, -3.694688633789097)"
497,26,26,Cafelito,"Calle Sombrerete 20, 28012 Madrid España",Postres,N.º 14 de 477 cafeterías y teterías en Madrid,€,Calle Sombrerete 20 , Madrid España,Calle Sombrerete 20,"Calle Sombrerete 20, Madrid España","(40.4083463, -3.7027678)"
498,27,27,Panela & Co,"Calle Lopez de Hoyos 10, 28006 Madrid España",Café,#2.033 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Lopez de Hoyos 10 , Madrid España,Calle Lopez de Hoyos 10,"Calle Lopez de Hoyos 10, Madrid España","(40.4723443, -3.6493398)"
499,28,28,Sua By Triciclo In Madrid,"Calle de Moratin 22, 28014 Madrid España",Restaurante de carne,#5.706 de 10.409 restaurantes en Madrid,€€€€,Calle de Moratin 22 , Madrid España,Calle de Moratin 22,"Calle de Moratin 22, Madrid España","(40.41237795000001, -3.6962992295232953)"
500,29,29,La Máquina Original,"C/ Sor Ángela de la Cruz, 22, 28020 Madrid España",Marisco,#705 de 10.409 restaurantes en Madrid,€€€€,C/ Sor Ángela de la Cruz 22 , Madrid España,C/ Sor Ángela de la Cruz 22,"CalleSor Ángela de la Cruz 22, Madrid España","CalleSor Ángela de la Cruz 22, Madrid España"
